match_id,round_number,t1_side,t2_side,atk_score,def_score,time_remaining_s,spike_planted,atk_loadout_value,def_loadout_value,atk_duelists_alive,atk_controllers_alive,atk_initiators_alive,atk_sentinels_alive,def_duelists_alive,def_controllers_alive,def_initiators_alive,def_sentinels_alive,round_winner
193473,1,ATK,DEF,0,0,100,0,3700,3800,2,0,0,3,1,1,2,0,ATK
193473,1,ATK,DEF,0,0,69,0,3700,3800,2,0,0,3,1,1,1,0,ATK
193473,1,ATK,DEF,0,0,68,0,3700,3800,2,0,0,2,1,1,1,0,ATK
193473,1,ATK,DEF,0,0,67,0,3700,3800,2,0,0,2,1,0,1,0,ATK
193473,1,ATK,DEF,0,0,66,0,3700,3800,2,0,0,2,1,0,0,0,ATK
193473,1,ATK,DEF,0,0,45,1,3700,3800,2,0,0,2,1,0,0,0,ATK
193473,1,ATK,DEF,0,0,38,1,3700,3800,2,0,0,1,1,0,0,0,ATK
193473,1,ATK,DEF,0,0,34,1,3700,3800,2,0,0,1,1,0,0,0,ATK
193473,1,ATK,DEF,0,0,32,1,3700,3800,1,0,0,1,1,0,0,0,ATK
193473,1,ATK,DEF,0,0,24,1,3700,3800,1,0,0,1,0,0,0,0,ATK
193473,2,ATK,DEF,1,0,100,0,14550,850,2,0,0,3,1,1,2,0,ATK
193473,2,ATK,DEF,1,0,42,0,14550,850,2,0,0,3,1,1,2,0,ATK
193473,2,ATK,DEF,1,0,41,0,14550,850,2,0,0,3,1,1,1,0,ATK
193473,2,ATK,DEF,1,0,36,0,14550,850,2,0,0,3,1,0,1,0,ATK
193473,2,ATK,DEF,1,0,45,1,14550,850,2,0,0,3,1,0,1,0,ATK
193473,2,ATK,DEF,1,0,24,1,14550,850,2,0,0,3,1,0,0,0,ATK
193473,2,ATK,DEF,1,0,20,1,14550,850,2,0,0,3,0,0,0,0,ATK
193473,3,ATK,DEF,2,0,100,0,18050,21100,2,0,0,3,1,1,2,0,DEF
193473,3,ATK,DEF,2,0,65,0,18050,21100,2,0,0,2,1,1,2,0,DEF
193473,3,ATK,DEF,2,0,64,0,18050,21100,1,0,0,2,1,1,2,0,DEF
193473,3,ATK,DEF,2,0,64,0,18050,21100,1,0,0,2,1,0,2,0,DEF
193473,3,ATK,DEF,2,0,63,0,18050,21100,1,0,0,2,1,0,1,0,DEF
193473,3,ATK,DEF,2,0,60,0,18050,21100,1,0,0,2,1,0,0,0,DEF
193473,3,ATK,DEF,2,0,60,0,18050,21100,1,0,0,1,1,0,0,0,DEF
193473,3,ATK,DEF,2,0,59,0,18050,21100,0,0,0,1,1,0,0,0,DEF
193473,3,ATK,DEF,2,0,31,0,18050,21100,0,0,0,1,0,0,0,0,DEF
193473,3,ATK,DEF,2,0,13,0,18050,21100,0,0,0,0,0,0,0,0,DEF
193473,4,ATK,DEF,2,1,100,0,21450,17150,2,0,0,3,1,1,2,0,ATK
193473,4,ATK,DEF,2,1,83,0,21450,17150,2,0,0,3,1,0,2,0,ATK
193473,4,ATK,DEF,2,1,67,0,21450,17150,1,0,0,3,1,0,2,0,ATK
193473,4,ATK,DEF,2,1,67,0,21450,17150,1,0,0,3,0,0,2,0,ATK
193473,4,ATK,DEF,2,1,64,0,21450,17150,1,0,0,3,0,0,2,0,ATK
193473,4,ATK,DEF,2,1,62,0,21450,17150,1,0,0,3,0,0,1,0,ATK
193473,4,ATK,DEF,2,1,45,1,21450,17150,1,0,0,3,0,0,1,0,ATK
193473,5,ATK,DEF,3,1,100,0,22750,7100,2,0,0,3,1,1,2,0,ATK
193473,5,ATK,DEF,3,1,86,0,22750,7100,2,0,0,3,1,1,1,0,ATK
193473,5,ATK,DEF,3,1,86,0,22750,7100,2,0,0,2,1,1,1,0,ATK
193473,5,ATK,DEF,3,1,84,0,22750,7100,2,0,0,2,1,1,1,0,ATK
193473,5,ATK,DEF,3,1,83,0,22750,7100,2,0,0,2,1,1,0,0,ATK
193473,5,ATK,DEF,3,1,81,0,22750,7100,2,0,0,1,1,1,0,0,ATK
193473,5,ATK,DEF,3,1,80,0,22750,7100,1,0,0,1,1,1,0,0,ATK
193473,5,ATK,DEF,3,1,80,0,22750,7100,1,0,0,1,0,1,0,0,ATK
193473,5,ATK,DEF,3,1,45,1,22750,7100,1,0,0,1,0,1,0,0,ATK
193473,5,ATK,DEF,3,1,10,1,22750,7100,1,0,0,1,0,0,0,0,ATK
193473,6,ATK,DEF,4,1,100,0,22750,21600,2,0,0,3,1,1,2,0,DEF
193473,6,ATK,DEF,4,1,56,0,22750,21600,1,0,0,3,1,1,2,0,DEF
193473,6,ATK,DEF,4,1,48,0,22750,21600,1,0,0,3,1,1,2,0,DEF
193473,6,ATK,DEF,4,1,40,0,22750,21600,1,0,0,2,1,1,2,0,DEF
193473,6,ATK,DEF,4,1,26,0,22750,21600,1,0,0,1,1,1,2,0,DEF
193473,6,ATK,DEF,4,1,24,0,22750,21600,1,0,0,1,1,1,1,0,DEF
193473,6,ATK,DEF,4,1,21,0,22750,21600,1,0,0,0,1,1,1,0,DEF
193473,6,ATK,DEF,4,1,14,0,22750,21600,0,0,0,0,1,1,1,0,DEF
193473,7,ATK,DEF,4,2,100,0,19900,21950,2,0,0,3,1,1,2,0,DEF
193473,7,ATK,DEF,4,2,45,1,19900,21950,2,0,0,3,1,1,2,0,DEF
193473,7,ATK,DEF,4,2,40,1,19900,21950,1,0,0,3,1,1,2,0,DEF
193473,7,ATK,DEF,4,2,38,1,19900,21950,1,0,0,3,1,1,1,0,DEF
193473,7,ATK,DEF,4,2,35,1,19900,21950,1,0,0,3,1,0,1,0,DEF
193473,7,ATK,DEF,4,2,30,1,19900,21950,1,0,0,3,1,0,1,0,DEF
193473,7,ATK,DEF,4,2,27,1,19900,21950,1,0,0,2,1,0,1,0,DEF
193473,8,ATK,DEF,4,3,100,0,20050,24050,2,0,0,3,1,1,2,0,DEF
193473,8,ATK,DEF,4,3,64,0,20050,24050,2,0,0,2,1,1,2,0,DEF
193473,8,ATK,DEF,4,3,56,0,20050,24050,2,0,0,2,0,1,2,0,DEF
193473,8,ATK,DEF,4,3,37,0,20050,24050,1,0,0,2,0,1,2,0,DEF
193473,8,ATK,DEF,4,3,36,0,20050,24050,1,0,0,2,0,1,1,0,DEF
193473,8,ATK,DEF,4,3,33,0,20050,24050,1,0,0,1,0,1,1,0,DEF
